code,country,year,wall_200,wall_1000
USA,United States of America,1953,43,46
USA,United States of America,1954,44,46
USA,United States of America,1955,44,46
USA,United States of America,1956,44,46
USA,United States of America,1957,44,46
USA,United States of America,1958,44,46
USA,United States of America,1959,44,46
USA,United States of America,1960,43,46
USA,United States of America,1961,43,46
USA,United States of America,1962,43,46
USA,United States of America,1963,43,46
USA,United States of America,1964,43,46
USA,United States of America,1965,43,45
USA,United States of America,1966,43,45
USA,United States of America,1967,43,45
USA,United States of America,1968,43,45
USA,United States of America,1969,43,45
USA,United States of America,1970,42,45
USA,United States of America,1971,42,45
USA,United States of America,1972,42,45
USA,United States of America,1973,42,44
USA,United States of America,1974,41,44
USA,United States of America,1975,41,44
USA,United States of America,1976,41,44
USA,United States of America,1977,41,44
USA,United States of America,1978,41,44
USA,United States of America,1979,41,44
USA,United States of America,1980,40,44
USA,United States of America,1981,41,44
USA,United States of America,1982,41,44
USA,United States of America,1983,40,44
USA,United States of America,1984,40,44
USA,United States of America,1985,41,44
USA,United States of America,1986,41,44
USA,United States of America,1987,41,44
USA,United States of America,1988,41,44
USA,United States of America,1989,41,44
USA,United States of America,1990,41,44
USA,United States of America,1991,41,44
USA,United States of America,1992,41,44
USA,United States of America,1993,41,44
USA,United States of America,1994,42,44
USA,United States of America,1995,42,44
USA,United States of America,1996,42,44
USA,United States of America,1997,42,44
USA,United States of America,1998,42,44
USA,United States of America,1999,42,45
USA,United States of America,2000,42,45
USA,United States of America,2001,42,45
USA,United States of America,2002,42,45
USA,United States of America,2003,42,45
USA,United States of America,2004,42,45
USA,United States of America,2005,42,45
USA,United States of America,2006,42,45
USA,United States of America,2007,42,45
USA,United States of America,2008,43,45
USA,United States of America,2009,43,45
USA,United States of America,2010,43,45
USA,United States of America,2011,43,45
USA,United States of America,2012,43,45
USA,United States of America,2013,43,45
USA,United States of America,2014,43,45
USA,United States of America,2015,43,45
USA,United States of America,2016,43,45
USA,United States of America,2017,43,46
USA,United States of America,2018,43,46
USA,United States of America,2019,43,46
USA,United States of America,2020,43,46
USA,United States of America,2021,43,46
USA,United States of America,2022,43,46
USA,United States of America,2023,43,46
USA,United States of America,2024,43,46
