code,country,year,peak_age,peak_asfr,wall_200,wall_1000,gap_200
ISL,Iceland,1903,31,0.21759,47,48,16
ISL,Iceland,1904,30,0.23256,47,48,17
ISL,Iceland,1905,28,0.21924,47,48,19
ISL,Iceland,1906,30,0.22552,47,48,17
ISL,Iceland,1907,30,0.2204,47,48,17
ISL,Iceland,1908,29,0.20974,47,48,18
ISL,Iceland,1909,30,0.22094,47,48,17
ISL,Iceland,1910,31,0.19797,47,48,16
ISL,Iceland,1911,31,0.20843,47,48,16
ISL,Iceland,1912,31,0.19796,47,48,16
ISL,Iceland,1913,33,0.19099,47,48,14
ISL,Iceland,1914,30,0.2084,47,48,17
ISL,Iceland,1915,30,0.21117,47,48,17
ISL,Iceland,1916,30,0.19796,47,48,17
ISL,Iceland,1917,30,0.19623,47,48,17
ISL,Iceland,1918,30,0.20823,47,48,17
ISL,Iceland,1919,29,0.19985,47,49,18
ISL,Iceland,1920,28,0.21368,47,48,19
ISL,Iceland,1921,28,0.21706,47,48,19
ISL,Iceland,1922,29,0.20411,47,48,18
ISL,Iceland,1923,30,0.21281,47,48,17
ISL,Iceland,1924,29,0.18875,47,48,18
ISL,Iceland,1925,30,0.19601,47,48,17
ISL,Iceland,1926,30,0.20766,47,48,17
ISL,Iceland,1927,29,0.19068,47,48,18
ISL,Iceland,1928,30,0.17911,47,48,17
ISL,Iceland,1929,29,0.17063999999999999,47,48,18
ISL,Iceland,1930,29,0.18701,47,48,18
ISL,Iceland,1931,25,0.17904,47,48,22
ISL,Iceland,1932,30,0.16546,47,48,17
ISL,Iceland,1933,25,0.15177,47,48,22
ISL,Iceland,1934,30,0.15278,47,48,17
ISL,Iceland,1935,25,0.15462,46,48,21
ISL,Iceland,1936,25,0.16903,47,48,22
ISL,Iceland,1937,24,0.148,46,48,22
ISL,Iceland,1938,25,0.15437,46,48,21
ISL,Iceland,1939,25,0.14712,46,48,21
ISL,Iceland,1940,24,0.15355,46,48,22
ISL,Iceland,1941,25,0.16442,46,48,21
ISL,Iceland,1942,24,0.18082,46,48,22
ISL,Iceland,1943,25,0.18466,46,48,21
ISL,Iceland,1944,24,0.18104,46,48,22
ISL,Iceland,1945,25,0.1963,46,48,21
ISL,Iceland,1946,24,0.19287,46,48,22
ISL,Iceland,1947,24,0.20048,46,48,22
ISL,Iceland,1948,25,0.21597,46,48,21
ISL,Iceland,1949,25,0.19939,46,48,21
ISL,Iceland,1950,24,0.20827,46,48,22
ISL,Iceland,1951,23,0.20821,46,48,23
ISL,Iceland,1952,23,0.22039,46,48,23
ISL,Iceland,1953,23,0.23389,46,48,23
ISL,Iceland,1954,22,0.23355,46,48,24
ISL,Iceland,1955,24,0.24005,46,48,22
ISL,Iceland,1956,23,0.24598,46,48,23
ISL,Iceland,1957,24,0.2475,46,48,22
ISL,Iceland,1958,22,0.2488,46,48,24
ISL,Iceland,1959,23,0.25433,46,48,23
ISL,Iceland,1960,19,0.26108,45,46,26
ISL,Iceland,1961,21,0.23953,45,46,24
ISL,Iceland,1962,25,0.23476,45,46,20
ISL,Iceland,1963,22,0.27068,44,46,22
ISL,Iceland,1964,24,0.23245,45,48,21
ISL,Iceland,1965,24,0.2277,45,48,21
ISL,Iceland,1966,22,0.23612,46,49,24
ISL,Iceland,1967,23,0.21784,45,48,22
ISL,Iceland,1968,21,0.21464,45,48,24
ISL,Iceland,1969,21,0.18768,44,45,23
ISL,Iceland,1970,22,0.17526,44,46,22
ISL,Iceland,1971,23,0.19143,44,47,21
ISL,Iceland,1972,24,0.20394,44,46,20
ISL,Iceland,1973,22,0.20619,44,48,22
ISL,Iceland,1974,23,0.1763,44,45,21
ISL,Iceland,1975,24,0.1827,44,45,20
ISL,Iceland,1976,21,0.1632,44,45,23
ISL,Iceland,1977,23,0.15819,42,46,19
ISL,Iceland,1978,25,0.15619,42,45,17
ISL,Iceland,1979,24,0.17,42,47,18
ISL,Iceland,1980,23,0.15968,42,45,19
ISL,Iceland,1981,21,0.1489,43,44,22
ISL,Iceland,1982,23,0.15139,43,44,20
ISL,Iceland,1983,23,0.15089,41,44,18
ISL,Iceland,1984,24,0.14211,41,43,17
ISL,Iceland,1985,24,0.1327,41,45,17
ISL,Iceland,1986,24,0.13744,42,44,18
ISL,Iceland,1987,23,0.13966,42,45,19
ISL,Iceland,1988,27,0.15558,42,44,15
ISL,Iceland,1989,26,0.14894,42,45,16
ISL,Iceland,1990,25,0.14934,41,44,16
ISL,Iceland,1991,27,0.15194,43,44,16
ISL,Iceland,1992,28,0.1488,43,44,15
ISL,Iceland,1993,28,0.16135,42,44,14
ISL,Iceland,1994,27,0.14886,42,44,15
ISL,Iceland,1995,27,0.14264,42,45,15
ISL,Iceland,1996,27,0.15442,42,46,15
ISL,Iceland,1997,30,0.13674,43,44,13
ISL,Iceland,1998,28,0.15107,43,44,15
ISL,Iceland,1999,31,0.12718,42,44,11
ISL,Iceland,2000,28,0.14317,42,46,14
ISL,Iceland,2001,28,0.14038,43,44,15
ISL,Iceland,2002,28,0.13744,42,46,14
ISL,Iceland,2003,28,0.14424,43,43,15
ISL,Iceland,2004,28,0.1556,43,45,15
ISL,Iceland,2005,27,0.13715,42,45,15
ISL,Iceland,2006,27,0.14205,43,44,16
ISL,Iceland,2007,28,0.14321,43,45,15
ISL,Iceland,2008,28,0.15012,43,46,15
ISL,Iceland,2009,30,0.154,43,45,13
ISL,Iceland,2010,29,0.15287,43,44,14
ISL,Iceland,2011,29,0.15139,43,48,14
ISL,Iceland,2012,27,0.15494,43,46,16
ISL,Iceland,2013,27,0.13741,44,46,17
ISL,Iceland,2014,30,0.14257,42,46,12
ISL,Iceland,2015,29,0.13274,43,47,14
ISL,Iceland,2016,30,0.14111,42,48,12
ISL,Iceland,2017,29,0.13277,43,46,14
ISL,Iceland,2018,29,0.1346,44,46,15
ISL,Iceland,2019,31,0.12777,42,49,11
ISL,Iceland,2020,30,0.14302,43,46,13
ISL,Iceland,2021,28,0.14456,44,45,16
ISL,Iceland,2022,30,0.12609,43,49,13
ISL,Iceland,2023,30,0.1222,43,46,13
ISL,Iceland,2024,30,0.11156,45,48,15
ITA,Italy,1930,28,0.18574,47,48,19
ITA,Italy,1931,28,0.1731,47,48,19
ITA,Italy,1932,28,0.16675,46,48,18
ITA,Italy,1933,28,0.16564,46,48,18
ITA,Italy,1934,28,0.16348,46,48,18
ITA,Italy,1935,27,0.16368,46,48,19
ITA,Italy,1936,28,0.15906,46,48,18
ITA,Italy,1937,27,0.1628,46,48,19
ITA,Italy,1938,26,0.16741,46,48,20
ITA,Italy,1939,26,0.1691,46,48,20
ITA,Italy,1940,26,0.17144,46,48,20
ITA,Italy,1941,28,0.15117,46,48,18
ITA,Italy,1942,28,0.14579,46,48,18
ITA,Italy,1943,29,0.14025,46,48,17
ITA,Italy,1944,29,0.12756,46,48,17
ITA,Italy,1945,28,0.12722,46,48,18
ITA,Italy,1946,28,0.17939,46,48,18
ITA,Italy,1947,27,0.17048,46,48,19
ITA,Italy,1948,26,0.16801,46,48,20
ITA,Italy,1949,27,0.15545,46,48,19
ITA,Italy,1950,26,0.14963,46,48,20
ITA,Italy,1951,26,0.14197,46,48,20
ITA,Italy,1952,26,0.14372,45,47,19
ITA,Italy,1953,26,0.14459,45,47,19
ITA,Italy,1954,26,0.14977,45,47,19
ITA,Italy,1955,27,0.14707,45,47,18
ITA,Italy,1956,26,0.15134,45,47,19
ITA,Italy,1957,26,0.15241,45,47,19
ITA,Italy,1958,26,0.15254,44,47,18
ITA,Italy,1959,26,0.16053,44,47,18
ITA,Italy,1960,26,0.16574,44,47,18
ITA,Italy,1961,26,0.16675,44,47,18
ITA,Italy,1962,26,0.1695,44,46,18
ITA,Italy,1963,25,0.17598,44,46,19
ITA,Italy,1964,25,0.18498,44,46,19
ITA,Italy,1965,26,0.18223,44,47,18
ITA,Italy,1966,26,0.17878,44,47,18
ITA,Italy,1967,26,0.17358,44,46,18
ITA,Italy,1968,25,0.17162,44,46,19
ITA,Italy,1969,25,0.17447,44,46,19
ITA,Italy,1970,24,0.17069,44,46,20
ITA,Italy,1971,25,0.17364,44,46,19
ITA,Italy,1972,25,0.1695,44,46,19
ITA,Italy,1973,25,0.16615,43,46,18
ITA,Italy,1974,24,0.16267,44,46,20
ITA,Italy,1975,25,0.1562,43,46,18
ITA,Italy,1976,25,0.14853,43,46,18
ITA,Italy,1977,25,0.14276,43,46,18
ITA,Italy,1978,24,0.13635,43,45,19
ITA,Italy,1979,25,0.13003,42,45,17
ITA,Italy,1980,25,0.12569,42,45,17
ITA,Italy,1981,25,0.11781,42,45,17
ITA,Italy,1982,25,0.1189,42,44,17
ITA,Italy,1983,26,0.11373,41,44,15
ITA,Italy,1984,26,0.11051,41,44,15
ITA,Italy,1985,26,0.10876,41,44,15
ITA,Italy,1986,26,0.10404,41,44,15
ITA,Italy,1987,27,0.10243,41,44,14
ITA,Italy,1988,27,0.10487,41,44,14
ITA,Italy,1989,27,0.10201,41,44,14
ITA,Italy,1990,27,0.10294,41,44,14
ITA,Italy,1991,28,0.10032,41,44,13
ITA,Italy,1992,28,0.09989,42,44,14
ITA,Italy,1993,29,0.09568,41,44,12
ITA,Italy,1994,29,0.09276,42,44,13
ITA,Italy,1995,29,0.09035,42,44,13
ITA,Italy,1996,29,0.09399,42,44,13
ITA,Italy,1997,29,0.09787,42,45,13
ITA,Italy,1998,30,0.0942,42,44,12
ITA,Italy,1999,30,0.09316,42,44,12
ITA,Italy,2000,30,0.09438,42,44,12
ITA,Italy,2001,30,0.09293,42,44,12
ITA,Italy,2002,30,0.09465,42,44,12
ITA,Italy,2003,31,0.09482,42,44,11
ITA,Italy,2004,31,0.09719,42,45,11
ITA,Italy,2005,31,0.09443,42,45,11
ITA,Italy,2006,31,0.09629,43,45,12
ITA,Italy,2007,31,0.09717,43,45,12
ITA,Italy,2008,32,0.09948,43,45,11
ITA,Italy,2009,32,0.09896,43,45,11
ITA,Italy,2010,32,0.09921,43,46,11
ITA,Italy,2011,31,0.09837,43,46,12
ITA,Italy,2012,31,0.09818,43,46,12
ITA,Italy,2013,31,0.09704,43,46,12
ITA,Italy,2014,32,0.09756,43,46,11
ITA,Italy,2015,31,0.09598,43,46,12
ITA,Italy,2016,31,0.09581,43,46,12
ITA,Italy,2017,32,0.09439,44,47,12
ITA,Italy,2018,32,0.0929,44,47,12
ITA,Italy,2019,32,0.09079,44,47,12
ITA,Italy,2020,32,0.09064,44,47,12
ITA,Italy,2021,32,0.09109,44,47,12
ITA,Italy,2022,32,0.09174,44,47,12
ITA,Italy,2023,32,0.08897,44,47,12
ITA,Italy,2024,33,0.08705,44,50,11
JPN,Japan,1925,25,0.25803,47,48,22
JPN,Japan,1926,25,0.255138,47,48,22
JPN,Japan,1927,25,0.25224599999999997,47,48,22
JPN,Japan,1928,25,0.249354,47,48,22
JPN,Japan,1929,25,0.246462,47,48,22
JPN,Japan,1930,25,0.24357,47,48,22
JPN,Japan,1937,26,0.2379,47,48,21
JPN,Japan,1938,26,0.20674,47,48,21
JPN,Japan,1939,27,0.20693,47,48,20
JPN,Japan,1940,28,0.23693,47,48,19
JPN,Japan,1947,26,0.28205,46,55,20
JPN,Japan,1948,25,0.26999,46,49,21
JPN,Japan,1949,26,0.27991,45,48,19
JPN,Japan,1950,26,0.24996,45,47,19
JPN,Japan,1951,26,0.22876,44,46,18
JPN,Japan,1952,26,0.21868,44,46,18
JPN,Japan,1953,25,0.20594,44,46,19
JPN,Japan,1954,26,0.19845,43,46,17
JPN,Japan,1955,26,0.19896,43,45,17
JPN,Japan,1956,26,0.19581,43,45,17
JPN,Japan,1957,25,0.18872,42,45,17
JPN,Japan,1958,26,0.20546,42,45,16
JPN,Japan,1959,26,0.20382,42,45,16
JPN,Japan,1960,25,0.20369,41,44,16
JPN,Japan,1961,26,0.20627,41,44,15
JPN,Japan,1962,25,0.20864,41,44,16
JPN,Japan,1963,26,0.21446,40,44,14
JPN,Japan,1964,26,0.21823,40,43,14
JPN,Japan,1965,26,0.2259,40,43,14
JPN,Japan,1966,25,0.17049,40,43,15
JPN,Japan,1967,26,0.24592,40,43,14
JPN,Japan,1968,26,0.22907,40,43,14
JPN,Japan,1969,26,0.23118,40,43,14
JPN,Japan,1970,26,0.23328,40,43,14
JPN,Japan,1971,26,0.23556,40,43,14
JPN,Japan,1972,25,0.22771,40,43,15
JPN,Japan,1973,26,0.23198,40,43,14
JPN,Japan,1974,26,0.22602,39,43,13
JPN,Japan,1975,26,0.21686,39,43,13
JPN,Japan,1976,26,0.21196,39,42,13
JPN,Japan,1977,26,0.20302,39,42,13
JPN,Japan,1978,26,0.20512,39,42,13
JPN,Japan,1979,26,0.20278,39,42,13
JPN,Japan,1980,26,0.20164,39,42,13
JPN,Japan,1981,26,0.19906,39,42,13
JPN,Japan,1982,26,0.20075,39,42,13
JPN,Japan,1983,27,0.20098,39,42,12
JPN,Japan,1984,27,0.19814,39,42,12
JPN,Japan,1985,27,0.19468,39,42,12
JPN,Japan,1986,27,0.18624,39,42,12
JPN,Japan,1987,28,0.17998,39,42,11
JPN,Japan,1988,28,0.17335,39,42,11
JPN,Japan,1989,28,0.16251,39,42,11
JPN,Japan,1990,28,0.15696,40,42,12
JPN,Japan,1991,28,0.15474,40,42,12
JPN,Japan,1992,28,0.14928,40,42,12
JPN,Japan,1993,28,0.14704,40,43,12
JPN,Japan,1994,29,0.14926,40,43,11
JPN,Japan,1995,29,0.13094,40,43,11
JPN,Japan,1996,28,0.13474,40,43,12
JPN,Japan,1997,29,0.13149,40,43,11
JPN,Japan,1998,29,0.12528,40,43,11
JPN,Japan,1999,29,0.11918,40,43,11
JPN,Japan,2000,29,0.11753,41,43,12
JPN,Japan,2001,29,0.11272,41,43,12
JPN,Japan,2002,29,0.11034,41,43,12
JPN,Japan,2003,29,0.10721,41,43,12
JPN,Japan,2004,29,0.10494,41,43,12
JPN,Japan,2005,29,0.10044,41,43,12
JPN,Japan,2006,29,0.1039,41,43,12
JPN,Japan,2007,30,0.10443,41,44,11
JPN,Japan,2008,30,0.10493,41,44,11
JPN,Japan,2009,30,0.10506,42,44,12
JPN,Japan,2010,30,0.10513,42,44,12
JPN,Japan,2011,29,0.10541,42,44,13
JPN,Japan,2012,30,0.10707,42,44,12
JPN,Japan,2013,30,0.10814,42,44,12
JPN,Japan,2014,30,0.10771,42,44,12
JPN,Japan,2015,30,0.11097,42,44,12
JPN,Japan,2016,30,0.10928,43,44,13
JPN,Japan,2017,30,0.10957,43,44,13
JPN,Japan,2018,30,0.10877,43,44,13
JPN,Japan,2019,30,0.10495,43,45,13
JPN,Japan,2020,30,0.10372,43,45,13
JPN,Japan,2021,30,0.10212,43,45,13
JPN,Japan,2022,30,0.10068,43,45,13
JPN,Japan,2023,31,0.09665,43,45,12
JPN,Japan,2024,30,0.09249,43,45,13
KOR,Republic of Korea,1960,26,0.36424,47,49,21
KOR,Republic of Korea,1961,25,0.33572,48,49,23
KOR,Republic of Korea,1962,28,0.31425,47,49,19
KOR,Republic of Korea,1963,26,0.33498,47,49,21
KOR,Republic of Korea,1964,27,0.30999,47,48,20
KOR,Republic of Korea,1965,27,0.29684,47,48,20
KOR,Republic of Korea,1966,26,0.33915,47,48,21
KOR,Republic of Korea,1967,27,0.283,46,48,19
KOR,Republic of Korea,1968,26,0.34464,46,48,20
KOR,Republic of Korea,1969,27,0.32332,46,48,19
KOR,Republic of Korea,1970,26,0.31749,46,48,20
KOR,Republic of Korea,1971,26,0.36113,46,48,20
KOR,Republic of Korea,1972,26,0.32385,45,47,19
KOR,Republic of Korea,1973,26,0.31301,46,48,20
KOR,Republic of Korea,1974,26,0.28703,45,47,19
KOR,Republic of Korea,1975,26,0.28325,45,47,19
KOR,Republic of Korea,1976,26,0.2654,44,46,18
KOR,Republic of Korea,1977,26,0.27129,43,46,17
KOR,Republic of Korea,1978,26,0.25796,42,45,16
KOR,Republic of Korea,1979,26,0.2778,41,44,15
KOR,Republic of Korea,1980,26,0.26356,41,43,15
KOR,Republic of Korea,1981,25,0.27246,41,43,16
KOR,Republic of Korea,1982,25,0.25191,40,42,15
KOR,Republic of Korea,1983,25,0.22773,41,43,16
KOR,Republic of Korea,1984,25,0.18878,38,42,13
KOR,Republic of Korea,1985,25,0.18791,37,42,12
KOR,Republic of Korea,1986,25,0.18903,36,42,11
KOR,Republic of Korea,1987,25,0.18344,36,40,11
KOR,Republic of Korea,1988,26,0.19139,36,40,10
KOR,Republic of Korea,1989,26,0.19701,36,39,10
KOR,Republic of Korea,1990,26,0.20175,36,39,10
KOR,Republic of Korea,1991,26,0.21057,38,42,12
KOR,Republic of Korea,1992,26,0.21513,38,42,12
KOR,Republic of Korea,1993,26,0.20928,39,42,13
KOR,Republic of Korea,1994,26,0.21193,39,42,13
KOR,Republic of Korea,1995,27,0.2122,39,42,12
KOR,Republic of Korea,1996,27,0.20385,39,43,12
KOR,Republic of Korea,1997,27,0.19245,39,43,12
KOR,Republic of Korea,1998,27,0.17673,39,43,12
KOR,Republic of Korea,1999,27,0.17147,39,43,12
KOR,Republic of Korea,2000,28,0.16999,40,43,12
KOR,Republic of Korea,2001,28,0.15125,40,43,12
KOR,Republic of Korea,2002,28,0.13277,39,43,11
KOR,Republic of Korea,2003,28,0.13782,40,43,12
KOR,Republic of Korea,2004,29,0.13335,40,43,11
KOR,Republic of Korea,2005,29,0.12277,40,43,11
KOR,Republic of Korea,2006,30,0.12625,40,43,10
KOR,Republic of Korea,2007,29,0.14029,40,43,11
KOR,Republic of Korea,2008,30,0.1332,40,43,10
KOR,Republic of Korea,2009,30,0.12638,40,43,10
KOR,Republic of Korea,2010,30,0.134,41,43,11
KOR,Republic of Korea,2011,31,0.13283,41,43,10
KOR,Republic of Korea,2012,31,0.13377,41,43,10
KOR,Republic of Korea,2013,31,0.12341,41,43,10
KOR,Republic of Korea,2014,31,0.12542,41,44,10
KOR,Republic of Korea,2015,31,0.12779,41,44,10
KOR,Republic of Korea,2016,31,0.11986,41,44,10
KOR,Republic of Korea,2017,32,0.10615,41,44,9
KOR,Republic of Korea,2018,32,0.09958,42,44,10
KOR,Republic of Korea,2019,32,0.09475,42,44,10
KOR,Republic of Korea,2020,32,0.08594,42,44,10
KOR,Republic of Korea,2021,33,0.08385,42,44,9
KOR,Republic of Korea,2022,32,0.08146,42,44,10
KOR,Republic of Korea,2023,33,0.07563,42,44,9
KOR,Republic of Korea,2024,33,0.0812,42,44,9
LTU,Lithuania,1959,24,0.16905,45,49,21
LTU,Lithuania,1960,25,0.16487,45,48,20
LTU,Lithuania,1961,25,0.16813,45,49,20
LTU,Lithuania,1962,24,0.15618,45,49,21
LTU,Lithuania,1963,25,0.15629,45,47,20
LTU,Lithuania,1964,23,0.13943,45,48,22
LTU,Lithuania,1965,25,0.15166,44,47,19
LTU,Lithuania,1966,25,0.16221,45,47,20
LTU,Lithuania,1967,26,0.15645,44,47,18
LTU,Lithuania,1968,24,0.16171,44,47,20
LTU,Lithuania,1969,24,0.17204,44,47,20
LTU,Lithuania,1970,23,0.17891,43,46,20
LTU,Lithuania,1971,22,0.18511,44,47,22
LTU,Lithuania,1972,23,0.18691,44,46,21
LTU,Lithuania,1973,23,0.17093,44,45,21
LTU,Lithuania,1974,23,0.1756,43,46,20
LTU,Lithuania,1975,23,0.17193,43,45,20
LTU,Lithuania,1976,23,0.17256,43,46,20
LTU,Lithuania,1977,22,0.16985,43,46,21
LTU,Lithuania,1978,23,0.16588,43,45,20
LTU,Lithuania,1979,22,0.17306,43,45,21
LTU,Lithuania,1980,22,0.17392,42,45,20
LTU,Lithuania,1981,24,0.1715,43,46,19
LTU,Lithuania,1982,24,0.16878,43,46,19
LTU,Lithuania,1983,23,0.18394,43,46,20
LTU,Lithuania,1984,24,0.17729,43,45,19
LTU,Lithuania,1985,24,0.17858,42,45,18
LTU,Lithuania,1986,22,0.17516,42,45,20
LTU,Lithuania,1987,22,0.17366,42,45,20
LTU,Lithuania,1988,22,0.17608,42,45,20
LTU,Lithuania,1989,22,0.17812,41,44,19
LTU,Lithuania,1990,22,0.18091,41,44,19
LTU,Lithuania,1991,22,0.17593,41,44,19
LTU,Lithuania,1992,22,0.17439,41,43,19
LTU,Lithuania,1993,22,0.14571,41,44,19
LTU,Lithuania,1994,22,0.13061,40,43,18
LTU,Lithuania,1995,22,0.12584,40,43,18
LTU,Lithuania,1996,22,0.12026,41,44,19
LTU,Lithuania,1997,22,0.11531,40,44,18
LTU,Lithuania,1998,22,0.11335,40,43,18
LTU,Lithuania,1999,22,0.11131,41,44,19
LTU,Lithuania,2000,23,0.10547,40,43,17
LTU,Lithuania,2001,25,0.10065,41,44,16
LTU,Lithuania,2002,24,0.09326,41,44,17
LTU,Lithuania,2003,25,0.09709,41,44,16
LTU,Lithuania,2004,25,0.09508,41,44,16
LTU,Lithuania,2005,26,0.09802,41,44,15
LTU,Lithuania,2006,26,0.09882,41,44,15
LTU,Lithuania,2007,28,0.10125,41,44,13
LTU,Lithuania,2008,27,0.11033,41,44,14
LTU,Lithuania,2009,27,0.11906,41,44,14
LTU,Lithuania,2010,27,0.12349,41,44,14
LTU,Lithuania,2011,28,0.124,41,44,13
LTU,Lithuania,2012,28,0.12837,42,44,14
LTU,Lithuania,2013,28,0.12659,42,44,14
LTU,Lithuania,2014,28,0.12442,42,44,14
LTU,Lithuania,2015,29,0.12845,42,44,13
LTU,Lithuania,2016,29,0.13311,42,45,13
LTU,Lithuania,2017,28,0.12712,42,44,14
LTU,Lithuania,2018,29,0.12658,42,45,13
LTU,Lithuania,2019,29,0.12294,42,44,13
LTU,Lithuania,2020,31,0.11269,43,45,12
LTU,Lithuania,2021,30,0.10096,43,46,13
LTU,Lithuania,2022,29,0.09456,43,46,14
LTU,Lithuania,2023,30,0.0873,43,46,13
LTU,Lithuania,2024,30,0.08211,43,46,13
LVA,Latvia,1965,24,0.12498,43,45,19
LVA,Latvia,1966,24,0.130544,42,45,18
LVA,Latvia,1967,24,0.136108,42,45,18
LVA,Latvia,1968,23,0.142418,42,45,19
LVA,Latvia,1969,23,0.149314,42,44,19
LVA,Latvia,1970,23,0.15621,42,44,19
LVA,Latvia,1971,23,0.159,42,44,19
LVA,Latvia,1972,23,0.15851,42,44,19
LVA,Latvia,1973,23,0.15573,42,44,19
LVA,Latvia,1974,23,0.15756,42,44,19
LVA,Latvia,1975,23,0.15857,42,44,19
LVA,Latvia,1976,23,0.15719,42,44,19
LVA,Latvia,1977,22,0.15536,42,44,20
LVA,Latvia,1978,22,0.15522,41,43,19
LVA,Latvia,1979,22,0.15958,41,43,19
LVA,Latvia,1980,22,0.16272,41,43,19
LVA,Latvia,1981,22,0.16134,41,43,19
LVA,Latvia,1982,22,0.17029,41,43,19
LVA,Latvia,1983,22,0.17968,41,43,19
LVA,Latvia,1984,22,0.18002,41,43,19
LVA,Latvia,1985,22,0.17646,41,43,19
LVA,Latvia,1986,22,0.18495,41,43,19
LVA,Latvia,1987,22,0.18236,41,43,19
LVA,Latvia,1988,22,0.18358,42,43,20
LVA,Latvia,1989,22,0.17574,41,43,19
LVA,Latvia,1990,21,0.1736,41,43,20
LVA,Latvia,1991,21,0.16055,41,43,20
LVA,Latvia,1992,21,0.15126,41,43,20
LVA,Latvia,1993,21,0.13051,40,43,19
LVA,Latvia,1994,22,0.11589,41,43,19
LVA,Latvia,1995,22,0.10351,41,43,19
LVA,Latvia,1996,23,0.09429,40,43,17
LVA,Latvia,1997,23,0.08858,41,44,18
LVA,Latvia,1998,23,0.08537,41,44,18
LVA,Latvia,1999,24,0.08951,41,44,17
LVA,Latvia,2000,24,0.08989,41,44,17
LVA,Latvia,2001,24,0.085319999999999993,41,44,17
LVA,Latvia,2002,25,0.08666,41,44,16
LVA,Latvia,2003,25,0.08683,41,44,16
LVA,Latvia,2004,25,0.08238,41,44,16
LVA,Latvia,2005,26,0.08766,41,44,15
LVA,Latvia,2006,26,0.08902,41,44,15
LVA,Latvia,2007,26,0.09176,42,44,16
LVA,Latvia,2008,27,0.09262,42,44,15
LVA,Latvia,2009,26,0.0878,42,44,16
MDA,Moldova,1961,24,0.18369,46,48,22
MDA,Moldova,1979,22,0.20555,42,44,20
MDA,Moldova,1980,22,0.20113,42,44,20
MDA,Moldova,1981,22,0.20406,42,44,20
MDA,Moldova,1982,22,0.20713,42,43,20
MDA,Moldova,1983,22,0.22054,42,43,20
MDA,Moldova,1984,22,0.22498,42,43,20
MDA,Moldova,1985,23,0.22085,42,43,19
MDA,Moldova,1986,23,0.21849,42,43,19
MDA,Moldova,1987,23,0.21751,42,44,19
MDA,Moldova,1988,23,0.20528,42,44,19
MDA,Moldova,1989,22,0.2177,42,43,20
MDA,Moldova,1990,21,0.21673,41,43,20
MDA,Moldova,1991,21,0.21801,41,43,20
MDA,Moldova,1992,21,0.21243,41,42,20
MDA,Moldova,1993,21,0.19891,40,42,19
MDA,Moldova,1994,21,0.17514,40,42,19
MDA,Moldova,1995,21,0.15103,40,42,19
MDA,Moldova,1996,21,0.13441,40,43,19
MDA,Moldova,1997,22,0.13645,40,43,18
MDA,Moldova,1998,22,0.12077,40,43,18
MDA,Moldova,1999,22,0.11114,40,42,18
MDA,Moldova,2000,21,0.10891,39,42,18
MDA,Moldova,2001,22,0.10234,39,42,17
MDA,Moldova,2002,22,0.09521,39,42,17
MDA,Moldova,2003,22,0.09324,40,42,18
MDA,Moldova,2004,22,0.09473,40,42,18
MDA,Moldova,2005,23,0.09073,40,43,17
MDA,Moldova,2006,23,0.09014,40,43,17
MDA,Moldova,2007,23,0.09239,40,43,17
MDA,Moldova,2008,24,0.09196,40,43,16
MDA,Moldova,2009,24,0.09338,41,43,17
MDA,Moldova,2010,24,0.09178,41,44,17
MDA,Moldova,2011,24,0.08931,41,44,17
MDA,Moldova,2012,24,0.08848,41,44,17
MDA,Moldova,2013,24,0.08466,41,44,17
MDA,Moldova,2014,25,0.12356,41,44,16
MDA,Moldova,2015,25,0.12558,42,45,17
MDA,Moldova,2016,25,0.12418,42,45,17
MDA,Moldova,2017,25,0.11638,42,46,17
MDA,Moldova,2018,23,0.10525,42,45,19
MDA,Moldova,2019,25,0.11057,43,46,18
MDA,Moldova,2020,25,0.10877,43,46,18
MDA,Moldova,2021,25,0.10924,43,46,18
MDA,Moldova,2022,24,0.10742,43,46,19
MDA,Moldova,2023,25,0.10506,43,46,18
MDA,Moldova,2024,25,0.10764,43,46,18
MKD,Macedonia,1950,27,0.33105,50,50,23
MKD,Macedonia,1951,25,0.28476,50,50,25
MKD,Macedonia,1952,25,0.329,50,50,25
MKD,Macedonia,1953,26,0.30629,50,50,24
MKD,Macedonia,1954,25,0.31182,50,50,25
MKD,Macedonia,1955,24,0.30018,50,50,26
MKD,Macedonia,1956,25,0.3006,49,50,24
MKD,Macedonia,1957,25,0.27589,48,50,23
MKD,Macedonia,1958,24,0.27642,47,49,23
MKD,Macedonia,1959,25,0.27922,46,48,21
MKD,Macedonia,1960,25,0.27281,49,50,24
MKD,Macedonia,1961,25,0.26435,50,50,25
MKD,Macedonia,1962,25,0.25528,50,50,25
MKD,Macedonia,1963,24,0.25848,50,50,26
MKD,Macedonia,1964,24,0.26842,50,50,26
MKD,Macedonia,1965,24,0.27054,50,50,26
MKD,Macedonia,1966,25,0.26216,49,50,24
MKD,Macedonia,1967,23,0.2492,45,48,22
MKD,Macedonia,1968,24,0.25103,44,46,20
MKD,Macedonia,1969,24,0.24236,44,47,20
MKD,Macedonia,1970,24,0.22164,45,50,21
MKD,Macedonia,1971,23,0.22282,45,50,22
MKD,Macedonia,1972,24,0.21995,45,48,21
MKD,Macedonia,1973,24,0.20475,44,47,20
MKD,Macedonia,1974,24,0.20269,45,50,21
MKD,Macedonia,1975,23,0.19644,44,46,21
